"Id","Assigned__c","Assigned_Location__c","CreatedById","CreatedDate","Date_recruited__c","IsDeleted","Expected_Debut_Date__c","Final_Trials_Passed__c","Name","Idol_Notes__c","Idol_Pay__c","Idol_phone__c","LastActivityDate","LastModifiedById","LastModifiedDate","LastReferencedDate","LastViewedDate","National_ID__c","Notes_on_Trainee_Progress__c","Overall_Rating__c","OwnerId","RecordTypeId","Sex__c","SystemModstamp","Trainee_Dance_Rating__c","Trainee_Foreign_Language_Competency__c","Trainee_Vocals_Rating__c","Trainee_Music_Composition_Rating__c"
"a005e000004XALrAAO","false","","0055e000004rGBTAA2","2021-08-03T00:12:46.000Z","","false","","false","Lee Hi","","","1231231234","","0055e000004rGBTAA2","2021-08-03T00:12:46.000Z","2021-08-03T00:14:20.000Z","2021-08-03T00:14:20.000Z","","","8.5","0055e000004rGBTAA2","0125e000000N182AAC","","2021-08-03T00:12:46.000Z","9.0","9.0","9.0","7.0"
"a005e000006FUcwAAG","true","a055e000002LqtGAAS","0055e000004rGBTAA2","2021-08-17T21:03:22.000Z","2015-09-18","false","","false","Kim Seok Jin","","452121.0","19273471","","0055e000004rGBTAA2","2021-08-17T21:03:22.000Z","2021-08-17T21:03:23.000Z","2021-08-17T21:03:23.000Z","","","0.0","0055e000004rGBTAA2","0125e000000N187AAC","Male","2021-08-17T21:03:22.000Z","","","",""
"a005e000004XDxLAAW","false","a055e000002KfMfAAK","0055e000004rGBTAA2","2021-08-03T15:39:31.000Z","2021-08-03","false","2022-08-31","false","Lee Hyori","","12312.0","12341234123","","0055e000004rGBTAA2","2021-08-03T15:39:31.000Z","2021-08-03T21:26:53.000Z","2021-08-03T21:26:53.000Z","XXXXXX4123","","7.5","0055e000004rGBTAA2","0125e000000N182AAC","Female","2021-08-03T15:39:31.000Z","8.0","6.0","8.0","8.0"
"a005e000006FUdkAAG","true","a055e000002LqtGAAS","0055e000004rGBTAA2","2021-08-17T21:12:33.000Z","2019-05-16","false","","false","Hwang Hyun Jin","","424242.0","42123123","","0055e000004rGBTAA2","2021-08-17T21:12:33.000Z","2021-08-17T21:12:34.000Z","2021-08-17T21:12:34.000Z","XXX1423","","0.0","0055e000004rGBTAA2","0125e000000N187AAC","Male","2021-08-17T21:12:33.000Z","","","",""
"a005e000004XRy6AAG","false","","0055e000004rGBTAA2","2021-08-04T15:44:32.000Z","2021-08-04","false","2034-08-03","false","Kim Chu Sul","","123123.0","1231231234","","0055e000004rGBTAA2","2021-08-04T15:44:32.000Z","2021-08-13T02:42:34.000Z","2021-08-13T02:42:34.000Z","XXX4145","Doing good","7.75","0055e000004rGBTAA2","0125e000000N182AAC","Male","2021-08-04T15:44:32.000Z","8.0","9.0","7.0","7.0"
"a005e000004VWzDAAW","true","","0055e000004rGBTAA2","2021-07-19T16:22:28.000Z","2021-04-06","false","","false","Lee Myung-San","","12222.0","2222222222","","0055e000004rGBTAA2","2021-07-19T16:22:28.000Z","2021-08-01T22:40:48.000Z","2021-08-01T22:40:48.000Z","XXX4123","","0.0","0055e000004rGBTAA2","0125e000000N187AAC","Female","2021-07-19T16:22:28.000Z","","","",""
"a005e000004VWzEAAW","true","","0055e000004rGBTAA2","2021-07-19T16:24:45.000Z","2021-05-05","false","","false","Kim Dan-Il","","13123.0","1232122123","","0055e000004rGBTAA2","2021-07-19T16:24:45.000Z","2021-08-01T22:40:52.000Z","2021-08-01T22:40:52.000Z","XXXXX1222","","0.0","0055e000004rGBTAA2","0125e000000N187AAC","Female","2021-07-19T16:24:45.000Z","","","",""
"a005e000004VWzhAAG","true","","0055e000004rGBTAA2","2021-07-19T16:25:56.000Z","2020-12-18","false","","false","Lee Chae-rin","","12453.0","12341232","","0055e000004rGBTAA2","2021-07-19T16:25:56.000Z","2021-07-19T16:25:58.000Z","2021-07-19T16:25:58.000Z","XXX1231","","0.0","0055e000004rGBTAA2","0125e000000N187AAC","Female","2021-07-19T16:25:56.000Z","","","",""
"a005e000004VWziAAG","false","","0055e000004rGBTAA2","2021-07-19T16:33:08.000Z","2021-04-06","false","","false","Kim Somi","","1234.0","12312412","","0055e000004rGBTAA2","2021-07-19T16:33:08.000Z","2021-08-01T22:40:56.000Z","2021-08-01T22:40:56.000Z","XXXXXXX1235","","0.0","0055e000004rGBTAA2","0125e000000N182AAC","Female","2021-07-19T16:33:08.000Z","","","",""
"a005e000004VWzjAAG","false","","0055e000004rGBTAA2","2021-07-19T16:36:09.000Z","2021-03-10","false","","false","Park Jung-guk","","12312.0","1231231232","","0055e000004rGBTAA2","2021-07-19T16:36:09.000Z","2021-07-20T00:01:34.000Z","2021-07-20T00:01:34.000Z","XXXXXX1231","","0.0","0055e000004rGBTAA2","0125e000000N182AAC","Male","2021-07-19T16:36:09.000Z","","","",""
"a005e000004VWzJAAW","true","","0055e000004rGBTAA2","2021-07-19T16:29:10.000Z","2021-03-11","false","","false","Kim Han-sik","","12312.0","3124124123","","0055e000004rGBTAA2","2021-07-19T16:29:10.000Z","2021-07-19T16:44:19.000Z","2021-07-19T16:44:19.000Z","XXXXXXXX4124","","0.0","0055e000004rGBTAA2","0125e000000N187AAC","Male","2021-07-19T16:29:10.000Z","","","",""
"a005e000004VX3zAAG","true","","0055e000004rGBTAA2","2021-07-19T16:26:29.000Z","2021-06-28","false","","false","Jang Tae-yang","","12423.0","1231123124","","0055e000004rGBTAA2","2021-07-19T16:26:29.000Z","2021-07-19T16:26:31.000Z","2021-07-19T16:26:31.000Z","XXXX4214","","0.0","0055e000004rGBTAA2","0125e000000N187AAC","Male","2021-07-19T16:26:29.000Z","","","",""
"a005e000004VX40AAG","true","","0055e000004rGBTAA2","2021-07-19T16:28:19.000Z","2021-04-01","false","","false","Zhang He Mang","","13213.0","`123123321","","0055e000004rGBTAA2","2021-07-19T20:23:44.000Z","2021-07-27T02:25:11.000Z","2021-07-27T02:25:11.000Z","XXXXXXXner)","","0.0","0055e000004rGBTAA2","0125e000000N187AAC","Male","2021-07-19T20:23:44.000Z","","","",""
"a005e000004VWzIAAW","true","","0055e000004rGBTAA2","2021-07-19T16:23:47.000Z","2021-02-11","false","","false","Park Shin-hye","","12423.0","1231234444","","0055e000004rGBTAA2","2021-07-19T16:23:47.000Z","2021-07-19T16:23:49.000Z","2021-07-19T16:23:49.000Z","XXXXX3123","","0.0","0055e000004rGBTAA2","0125e000000N187AAC","Female","2021-07-19T16:23:47.000Z","","","",""
